-a0,-a1,-a2,events,game,ml_french_qcm-0-a0,ml_french_qcm-0-a2,ml_french_qcm-0-a3,ml_french_qcm-0-b,ml_french_qcm-0-duration,ml_french_qcm-0-nbvisit,ml_french_qcm-1-a1,ml_french_qcm-1-a2,ml_french_qcm-1-a3,ml_french_qcm-1-b,ml_french_qcm-1-duration,ml_french_qcm-1-nbvisit,ml_french_qcm-10-a0,ml_french_qcm-10-a1,ml_french_qcm-10-a3,ml_french_qcm-10-b,ml_french_qcm-10-duration,ml_french_qcm-10-nbvisit,ml_french_qcm-11-a0,ml_french_qcm-11-a1,ml_french_qcm-11-a2,ml_french_qcm-11-a3,ml_french_qcm-11-b,ml_french_qcm-11-duration,ml_french_qcm-11-nbvisit,ml_french_qcm-12-a0,ml_french_qcm-12-a1,ml_french_qcm-12-a2,ml_french_qcm-12-a3,ml_french_qcm-12-b,ml_french_qcm-12-duration,ml_french_qcm-12-nbvisit,ml_french_qcm-13-a0,ml_french_qcm-13-a2,ml_french_qcm-13-a3,ml_french_qcm-13-b,ml_french_qcm-13-duration,ml_french_qcm-13-nbvisit,ml_french_qcm-14-a1,ml_french_qcm-14-a3,ml_french_qcm-14-b,ml_french_qcm-14-duration,ml_french_qcm-14-nbvisit,ml_french_qcm-2-a0,ml_french_qcm-2-a2,ml_french_qcm-2-a3,ml_french_qcm-2-b,ml_french_qcm-2-duration,ml_french_qcm-2-nbvisit,ml_french_qcm-3-a1,ml_french_qcm-3-a2,ml_french_qcm-3-a3,ml_french_qcm-3-a4,ml_french_qcm-3-a5,ml_french_qcm-3-b,ml_french_qcm-3-duration,ml_french_qcm-3-nbvisit,ml_french_qcm-4-a0,ml_french_qcm-4-a1,ml_french_qcm-4-a2,ml_french_qcm-4-a4,ml_french_qcm-4-b,ml_french_qcm-4-duration,ml_french_qcm-4-nbvisit,ml_french_qcm-5-a0,ml_french_qcm-5-a1,ml_french_qcm-5-a2,ml_french_qcm-5-a4,ml_french_qcm-5-b,ml_french_qcm-5-duration,ml_french_qcm-5-nbvisit,ml_french_qcm-6-a0,ml_french_qcm-6-a1,ml_french_qcm-6-a2,ml_french_qcm-6-a3,ml_french_qcm-6-b,ml_french_qcm-6-duration,ml_french_qcm-6-nbvisit,ml_french_qcm-7-a3,ml_french_qcm-7-a4,ml_french_qcm-7-a5,ml_french_qcm-7-a6,ml_french_qcm-7-b,ml_french_qcm-7-duration,ml_french_qcm-7-nbvisit,ml_french_qcm-8-a1,ml_french_qcm-8-a2,ml_french_qcm-8-a3,ml_french_qcm-8-b,ml_french_qcm-8-duration,ml_french_qcm-8-nbvisit,ml_french_qcm-9-a0,ml_french_qcm-9-a1,ml_french_qcm-9-a2,ml_french_qcm-9-a3,ml_french_qcm-9-b,ml_french_qcm-9-duration,ml_french_qcm-9-nbvisit,next,on,on-a2,person_id,qn,qtime,simple_french_qcm-0-a0,simple_french_qcm-0-a1,simple_french_qcm-0-a2,simple_french_qcm-0-b,simple_french_qcm-0-duration,simple_french_qcm-0-nbvisit,simple_french_qcm-1-a1,simple_french_qcm-1-a2,simple_french_qcm-1-b,simple_french_qcm-1-duration,simple_french_qcm-1-nbvisit,simple_french_qcm-2-a0,simple_french_qcm-2-a1,simple_french_qcm-2-a2,simple_french_qcm-2-a3,simple_french_qcm-2-b,simple_french_qcm-2-duration,simple_french_qcm-2-nbvisit,simple_french_qcm-3-a0,simple_french_qcm-3-a2,simple_french_qcm-3-a3,simple_french_qcm-3-a4,simple_french_qcm-3-b,simple_french_qcm-3-duration,simple_french_qcm-3-nbvisit,simple_french_qcm-4-a0,simple_french_qcm-4-a1,simple_french_qcm-4-a2,simple_french_qcm-4-a3,simple_french_qcm-4-b,simple_french_qcm-4-duration,simple_french_qcm-4-nbvisit,simple_french_qcm-5-a0,simple_french_qcm-5-a1,simple_french_qcm-5-a2,simple_french_qcm-5-a4,simple_french_qcm-5-b,simple_french_qcm-5-duration,simple_french_qcm-5-nbvisit,simple_french_qcm-6-a0,simple_french_qcm-6-a1,simple_french_qcm-6-a2,simple_french_qcm-6-a3,simple_french_qcm-6-a4,simple_french_qcm-6-a5,simple_french_qcm-6-b,simple_french_qcm-6-duration,simple_french_qcm-6-nbvisit,simple_french_qcm-7-a0,simple_french_qcm-7-a1,simple_french_qcm-7-a2,simple_french_qcm-7-b,simple_french_qcm-7-duration,simple_french_qcm-7-nbvisit,simple_french_qcm-8-ANS,simple_french_qcm-8-b,simple_french_qcm-8-duration,simple_french_qcm-8-nbvisit,time
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,33eada5fee0e4231d402,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:30.282000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:18.546
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33eada5fee0e4231d402,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:18.628
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,10fb62c55bc7a6a5cda2,2,end,,,,,,,,,,,,,,on,,skip,0 days 00:00:31.779000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:19.403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10fb62c55bc7a6a5cda2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:19.481
,,,"-a0,on-a1,on-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,e2cf842295864a4d2620,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,on,on,,ok,0 days 00:00:20.677000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2cf842295864a4d2620,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.403
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,75b801f977bc69f8a34b,2,end,,,,,,,,,,,,,,,on,ok,0 days 00:00:20.724000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b801f977bc69f8a34b,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.512
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,26310ba7a08a6b652fad,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:12.640000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310ba7a08a6b652fad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:21.918
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,5a24afa1f3a84660b6d7,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:09.782000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:22.184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a24afa1f3a84660b6d7,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:22.528
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,75a639141c325f39a368,2,end,,,,,,,,,,,,,,,on,ok,0 days 00:00:37.576000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:24.465
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,6a5bf88f39630d05d66c,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:20.811000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:24.699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a5bf88f39630d05d66c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:24.887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75a639141c325f39a368,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:25.621
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,b0d3a8fd2b67439fba05,0,end,,on,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:27.402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0d3a8fd2b67439fba05,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:27.449
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,eed744add9c2737812ad,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:18.844000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:29.387
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eed744add9c2737812ad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:29.871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:30.340
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,33eada5fee0e4231d402,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:12.054000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:30.682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33eada5fee0e4231d402,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:30.744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e8bc9eeaa27304a1a4f,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:32.275
,,,"-a0,on-a0,on-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,dc1f7980a1e746469861,0,end,,,on,skip,0 days 00:00:16.998000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:34.606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1f7980a1e746469861,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:34.653
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,b0d3a8fd2b67439fba05,1,end,,,,,,,,on,ok,0 days 00:00:08.532000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:35.981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0d3a8fd2b67439fba05,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:36.028
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,b07297f205b22a5d42d5,3,end,,,,,,,,,,,,,,,,,,,on,,,,skip,0 days 00:00:21.772000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:37.333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:37.521
,,,"-a4,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,75a639141c325f39a368,3,end,,,,,,,,,,,,,,,,,,,,,,on,ok,0 days 00:00:12.212000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:37.833
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,26310ba7a08a6b652fad,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:16.275000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:38.193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75a639141c325f39a368,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:38.240
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310ba7a08a6b652fad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:38.240
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:39.221
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e8bc9eeaa27304a1a4f,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:40.284
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,14db30224001f714a266,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:01:08.922000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14db30224001f714a266,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1f7980a1e746469861,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.538
True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,dc1f7980a1e746469861,,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.538
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,b07297f205b22a5d42d5,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,1 days 00:00:00.000000000,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:41.991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:43.210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:44.075
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,d36d229a6a41414c6b26,6,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:59.373000000,1.0,,,,,,,,,,,2018-12-13 16:02:44.325
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d36d229a6a41414c6b26,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:44.372
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,10fb62c55bc7a6a5cda2,3,end,,,,,,,,,,,,,,,,,,,,,,,skip,0 days 00:00:26.622000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:46.103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10fb62c55bc7a6a5cda2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:46.182
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,6a5bf88f39630d05d66c,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:46.479
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a5bf88f39630d05d66c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:46.666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e8bc9eeaa27304a1a4f,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:46.900
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,5a24afa1f3a84660b6d7,6,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:25.044000000,1.0,,,,,,,,,,,2018-12-13 16:02:47.572
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a24afa1f3a84660b6d7,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:47.963
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,75b801f977bc69f8a34b,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:30.439000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:51.951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b801f977bc69f8a34b,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:51.966
