-a0,-a1,-a2,events,game,ml_french_qcm-0-a0,ml_french_qcm-0-a2,ml_french_qcm-0-a3,ml_french_qcm-0-b,ml_french_qcm-0-duration,ml_french_qcm-0-nbvisit,ml_french_qcm-1-a1,ml_french_qcm-1-a2,ml_french_qcm-1-a3,ml_french_qcm-1-b,ml_french_qcm-1-duration,ml_french_qcm-1-nbvisit,ml_french_qcm-10-a0,ml_french_qcm-10-a1,ml_french_qcm-10-a3,ml_french_qcm-10-b,ml_french_qcm-10-duration,ml_french_qcm-10-nbvisit,ml_french_qcm-11-a0,ml_french_qcm-11-a1,ml_french_qcm-11-a2,ml_french_qcm-11-a3,ml_french_qcm-11-b,ml_french_qcm-11-duration,ml_french_qcm-11-nbvisit,ml_french_qcm-12-a0,ml_french_qcm-12-a1,ml_french_qcm-12-a2,ml_french_qcm-12-a3,ml_french_qcm-12-b,ml_french_qcm-12-duration,ml_french_qcm-12-nbvisit,ml_french_qcm-13-a0,ml_french_qcm-13-a2,ml_french_qcm-13-a3,ml_french_qcm-13-b,ml_french_qcm-13-duration,ml_french_qcm-13-nbvisit,ml_french_qcm-14-a1,ml_french_qcm-14-a3,ml_french_qcm-14-b,ml_french_qcm-14-duration,ml_french_qcm-14-nbvisit,ml_french_qcm-2-a0,ml_french_qcm-2-a2,ml_french_qcm-2-a3,ml_french_qcm-2-b,ml_french_qcm-2-duration,ml_french_qcm-2-nbvisit,ml_french_qcm-3-a1,ml_french_qcm-3-a2,ml_french_qcm-3-a3,ml_french_qcm-3-a4,ml_french_qcm-3-a5,ml_french_qcm-3-b,ml_french_qcm-3-duration,ml_french_qcm-3-nbvisit,ml_french_qcm-4-a0,ml_french_qcm-4-a1,ml_french_qcm-4-a2,ml_french_qcm-4-a4,ml_french_qcm-4-b,ml_french_qcm-4-duration,ml_french_qcm-4-nbvisit,ml_french_qcm-5-a0,ml_french_qcm-5-a1,ml_french_qcm-5-a2,ml_french_qcm-5-a4,ml_french_qcm-5-b,ml_french_qcm-5-duration,ml_french_qcm-5-nbvisit,ml_french_qcm-6-a0,ml_french_qcm-6-a1,ml_french_qcm-6-a2,ml_french_qcm-6-a3,ml_french_qcm-6-b,ml_french_qcm-6-duration,ml_french_qcm-6-nbvisit,ml_french_qcm-7-a3,ml_french_qcm-7-a4,ml_french_qcm-7-a5,ml_french_qcm-7-a6,ml_french_qcm-7-b,ml_french_qcm-7-duration,ml_french_qcm-7-nbvisit,ml_french_qcm-8-a1,ml_french_qcm-8-a2,ml_french_qcm-8-a3,ml_french_qcm-8-b,ml_french_qcm-8-duration,ml_french_qcm-8-nbvisit,ml_french_qcm-9-a0,ml_french_qcm-9-a1,ml_french_qcm-9-a2,ml_french_qcm-9-a3,ml_french_qcm-9-b,ml_french_qcm-9-duration,ml_french_qcm-9-nbvisit,next,on,on-a2,person_id,qn,qtime,simple_french_qcm-0-a0,simple_french_qcm-0-a1,simple_french_qcm-0-a2,simple_french_qcm-0-b,simple_french_qcm-0-duration,simple_french_qcm-0-nbvisit,simple_french_qcm-1-a1,simple_french_qcm-1-a2,simple_french_qcm-1-b,simple_french_qcm-1-duration,simple_french_qcm-1-nbvisit,simple_french_qcm-2-a0,simple_french_qcm-2-a1,simple_french_qcm-2-a2,simple_french_qcm-2-a3,simple_french_qcm-2-b,simple_french_qcm-2-duration,simple_french_qcm-2-nbvisit,simple_french_qcm-3-a0,simple_french_qcm-3-a2,simple_french_qcm-3-a3,simple_french_qcm-3-a4,simple_french_qcm-3-b,simple_french_qcm-3-duration,simple_french_qcm-3-nbvisit,simple_french_qcm-4-a0,simple_french_qcm-4-a1,simple_french_qcm-4-a2,simple_french_qcm-4-a3,simple_french_qcm-4-b,simple_french_qcm-4-duration,simple_french_qcm-4-nbvisit,simple_french_qcm-5-a0,simple_french_qcm-5-a1,simple_french_qcm-5-a2,simple_french_qcm-5-a4,simple_french_qcm-5-b,simple_french_qcm-5-duration,simple_french_qcm-5-nbvisit,simple_french_qcm-6-a0,simple_french_qcm-6-a1,simple_french_qcm-6-a2,simple_french_qcm-6-a3,simple_french_qcm-6-a4,simple_french_qcm-6-a5,simple_french_qcm-6-b,simple_french_qcm-6-duration,simple_french_qcm-6-nbvisit,simple_french_qcm-7-a0,simple_french_qcm-7-a1,simple_french_qcm-7-a2,simple_french_qcm-7-b,simple_french_qcm-7-duration,simple_french_qcm-7-nbvisit,simple_french_qcm-8-ANS,simple_french_qcm-8-b,simple_french_qcm-8-duration,simple_french_qcm-8-nbvisit,time
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d36d229a6a41414c6b26,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:27.829
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,10fb62c55bc7a6a5cda2,0,end,on,,,ok,0 days 00:00:04.912000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:30.757
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5a24afa1f3a84660b6d7,2,end,,,,,,,,,,,,,,,on,ok,0 days 00:00:26.194000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:30.804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10fb62c55bc7a6a5cda2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:30.804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a24afa1f3a84660b6d7,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:31.194
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,14db30224001f714a266,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:32.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14db30224001f714a266,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:32.335
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,75a639141c325f39a368,0,end,,on,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:33.116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75a639141c325f39a368,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:33.764
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,d36d229a6a41414c6b26,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:08.598000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:36.427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d36d229a6a41414c6b26,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:36.474
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6a5bf88f39630d05d66c,1,end,,,,,,,,on,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:36.740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a5bf88f39630d05d66c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:37.083
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,e2cf842295864a4d2620,2,end,,,,,,,,,,,,,on,,,ok,0 days 00:00:38.973000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:39.469
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2cf842295864a4d2620,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:39.502
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,d36d229a6a41414c6b26,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:08.431000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:44.905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d36d229a6a41414c6b26,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:44.952
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,eed744add9c2737812ad,2,end,,,,,,,,,,,,,,,on,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:45.811
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,75a639141c325f39a368,1,end,,,,,,,,on,ok,0 days 00:00:12.485000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:46.249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eed744add9c2737812ad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:46.280
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,75b801f977bc69f8a34b,0,end,,on,,ok,0 days 00:00:24.081000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:46.686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b801f977bc69f8a34b,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:46.702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75a639141c325f39a368,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:46.889
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,10fb62c55bc7a6a5cda2,1,end,,,,,,,,,skip,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:47.530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10fb62c55bc7a6a5cda2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:47.624
,,,"-a4,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,33eada5fee0e4231d402,3,end,,,,,,,,,,,,,,,,,,,,,,on,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:48.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33eada5fee0e4231d402,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:48.264
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5102d6da7b6ed2c2690c,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:22.387000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:49.388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102d6da7b6ed2c2690c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:49.450
,,,"-a4,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5a24afa1f3a84660b6d7,3,end,,,,,,,,,,,,,,,,,,,,,,on,ok,0 days 00:00:18.913000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:50.107
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,e2cf842295864a4d2620,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:10.761000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:50.263
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2cf842295864a4d2620,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:50.294
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a24afa1f3a84660b6d7,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:50.466
,,,"-a2,on-a1,on-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,26310ba7a08a6b652fad,2,end,,,,,,,,,,,,,on,,,ok,0 days 00:00:42.071000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:57.713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310ba7a08a6b652fad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:01:57.760
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,e2cf842295864a4d2620,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:00.632
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2cf842295864a4d2620,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:00.679
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,75b801f977bc69f8a34b,1,end,,,,,,,on,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:00.741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b801f977bc69f8a34b,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:00.757
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5102d6da7b6ed2c2690c,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,ok,0 days 00:00:12.838000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:02.288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102d6da7b6ed2c2690c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:02.335
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,6a5bf88f39630d05d66c,2,end,,,,,,,,,,,,on,,,,ok,0 days 00:00:26.562000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:03.645
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a5bf88f39630d05d66c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:03.888
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,26310ba7a08a6b652fad,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:11.425000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:09.185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26310ba7a08a6b652fad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:09.232
,,,"-a4,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,eed744add9c2737812ad,3,end,,,,,,,,,,,,,,,,,,,,,,on,ok,0 days 00:00:23.919000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:10.199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eed744add9c2737812ad,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:10.543
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5a24afa1f3a84660b6d7,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,ok,0 days 00:00:21.061000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:11.527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0d3a8fd2b67439fba05,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:11.871
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a24afa1f3a84660b6d7,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:12.402
,,,"-a3,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,b07297f205b22a5d42d5,2,end,,,,,,,,,,,,,,,on,skip,0 days 00:01:22.687000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:15.296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:15.561
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,5102d6da7b6ed2c2690c,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:14.148000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:16.483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5102d6da7b6ed2c2690c,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:16.514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1f7980a1e746469861,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:02:17.608
